20,49.2391414
21,51.37263678
22,53.50224316
23,55.85697362
24,57.44774233
25,59.57842063
26,61.44863914
27,63.53087871
28,65.32731968
29,67.86171219
30,69.13602032
31,71.54871913
32,73.89623896
33,75.41601423
34,77.88097931
35,79.95290648
36,81.14913031
37,83.33606645
38,85.3327691
39,87.53314125
40,89.94119913
41,91.25380859
42,93.01828737
43,95.42352804
44,97.86290238
45,99.25566204
46,101.4452721
47,103.8055904
48,105.7048113
49,107.1806921
50,109.8935422
51,111.963906
52,113.5640975
53,115.7162309
54,117.1080621
55,119.123211
56,121.0772596
57,123.0255236
58,125.0636413
59,127.8465184
60,129.8486784
61,131.0188962
62,133.822087
63,135.7258533
64,137.8208457
65,139.0860926
66,141.5194119
67,143.3507679
68,145.2438563
69,147.9921266
70,149.5289521
71,151.6101206
72,153.7426933
73,155.769554
74,157.8213818
75,159.9006868
76,161.0411135
77,163.1539042
78,165.1313765
79,167.4788539
80,169.4343227
81,171.3752812
82,173.2316677
83,175.0537473
84,177.819775
85,179.0050181
86,181.634707
87,183.1968324
88,185.9186555
89,187.7429952
90,189.6093911
91,191.7724339
92,193.8239296
93,195.8117
94,197.9507938
95,199.4335707
96,201.8809976
97,203.1739923
98,205.7432236
99,207.2605829
100,209.303866
101,211.6424391
102,213.3394609
103,215.4553347
104,217.8830082
105,219.9765779
106,221.9865407
107,223.8556245
108,225.4065418
109,227.8623917
110,229.9545545
111,231.9589746
112,233.4247959
113,235.9095757
114,237.759724
115,239.6186046
116,241.8894669
117,243.881757
118,245.9863359
119,247.3351642
120,249.9862354
121,251.3447368
122,253.8208078
123,255.0626943
124,257.9371769
125,259.6301788
126,261.6489662
127,263.9683387
128,265.2140446
129,267.8009818
130,269.1276168
131,271.6264857
132,273.675301
133,275.6057873
134,277.9513882
135,279.7424882
136,281.076501
137,283.2341476
138,285.552388
139,287.051932
140,289.7830734
141,291.7608754
142,293.8817643
143,295.0127196
144,297.4306427
145,299.7990934
146,301.5478947
147,303.9682392
148,305.643793
149,307.6598537
150,309.9195232
151,311.4964754
152,313.1055423
153,315.2832574
154,317.309778
155,319.8772387
156,321.8974913
157,323.1656848
158,325.5817961
159,327.5099244
160,329.2992899
161,331.9889691
162,333.0577085
163,335.3639138
164,337.6556505
165,339.0914793
166,341.7298001
167,343.4844623
168,345.7494755
169,347.3605985
170,349.26871
171,351.4195654
172,353.2839002
173,355.9094252
174,357.4608549
175,359.3690726
176,361.7709866
177,363.853291
178,365.2553331
179,367.6179101
180,369.4173378
181,371.0387999
182,373.5690295
183,375.4645076
184,377.1816765
185,379.2665861
186,381.5042147
187,383.0670419
188,385.6532233
189,387.6993083
190,389.346424
191,391.8469674
192,393.5522355
193,395.4126011
194,397.8157126
195,399.5140905
196,401.3039958
197,403.6443371
198,405.6698781
199,407.4363951
200,409.3589442
201,411.7991942
202,413.4277292
203,415.1391956
204,417.0933483
205,419.2442187
206,421.2411426
207,423.1828294
208,425.311928
209,427.4840804
210,429.8104771
211,431.6881561
212,433.846768
213,435.2628606
214,437.5692651
215,439.8728114
216,441.0357223
217,443.7430958
218,445.2144744
219,447.4468108
220,449.1587415
221,451.08596
222,453.2828941
223,455.8719168
224,457.9098398
225,459.1253728
226,461.3244343
227,463.2500159
228,465.6568174
229,467.378629
230,469.567491
231,471.3301621
232,473.124621
233,475.7293918
234,477.1390841
235,479.0749268
236,481.1132405
237,483.1636294
238,485.4689979
239,487.4848675
240,489.4098839
241,491.7652848
242,493.8737428
243,495.920025
244,497.6581105
245,499.6998287
246,501.7150959
247,503.9074762
248,505.892081
249,507.5433976
250,509.0238874
251,511.5803916
252,513.177148
253,515.3985593
254,517.7991329
255,519.1693239
256,521.4544141
257,523.6717906
258,525.2967113
259,527.0887361
260,529.8868507
261,531.5378837
262,533.2923476
263,535.6220607
264,537.0516667
265,539.540982
266,541.6801089
267,543.610972
268,545.2637582
269,547.4108532
270,549.6461743
271,551.7350138
272,553.6791858
273,555.4153084
274,557.0077729
275,559.3609509
276,561.4990978
277,563.3239773
278,565.8916467
279,567.9539449
280,569.9093275
281,571.1972712
282,573.0317505
283,575.7592319
284,577.4057776
285,579.0988981
286,581.5314124
287,583.2145899
288,585.5746896
289,587.1128625
290,589.1417863
291,591.4887715
292,593.7748229
293,595.8746626
294,597.6828593
295,599.8778597
296,601.7382494
297,603.91997
298,605.3155856
299,607.9996102
300,609.604787
301,611.2760303
302,613.2584641
303,615.0425089
304,617.2017297
305,619.1167657
